text,sentiment,rating,aspects,cmi,structure
service ta joss quality ta bad delivery ta excellent,neutral,3,"service:positive, quality:negative, delivery:positive",0.32404359333826044,opinion
onek holo mone kore ekdom mone onek,negative,2,"app:neutral, delivery:negative",0.4292064093615063,opinion
onek onek khub onek kharap dekhlam ekdom,negative,1,"experience:negative, price:negative",0.6862107319411954,contrast
onek holo onek ekdom chhilo kore dekhlam,positive,4,"service:positive, product:neutral",0.6716711893916409,contrast
chhilo ekdom onek dekhlam bhalo holo,neutral,3,"quality:negative, app:positive",0.4889748961290231,temporal
chhilo bhalo mone onek ekdom use onek use dekhlam mone,positive,4,"app:positive, service:neutral, quality:neutral",0.4816925245957953,simple
holo holo use motamoti mone onek ekdom use bhalo dekhlam,neutral,3,"product:positive, app:negative, quality:neutral",0.6469007445355772,simple
bhalo holo ekdom onek dekhlam use dekhlam mone,neutral,3,"experience:positive, app:negative",0.42571541462241863,contrast
chhilo onek dekhlam bhalo holo khub chhilo motamoti bhalo use ekdom,negative,2,"product:neutral, service:negative, price:negative",0.4460420721331113,temporal
mone khub khub khub use kore,neutral,3,"experience:neutral, service:neutral",0.5746122342961952,temporal
ekdom ekdom kharap holo onek use,negative,2,"quality:negative, service:neutral",0.613958596645287,simple
bhalo chhilo bhalo chhilo bhalo bhalo ekdom ekdom kharap,positive,4,"delivery:neutral, app:positive, product:positive",0.6036242997561502,contrast
product ta motamoti delivery ta okay,neutral,3,"product:neutral, delivery:neutral",0.38167736269740526,simple
ekdom motamoti kore kore bhalo ekdom,positive,4,"delivery:negative, experience:positive",0.5483572523434063,temporal
onek dekhlam bhalo bhalo mone bhalo,positive,4,"app:neutral, quality:positive",0.6755730181708548,opinion
dekhlam onek bhalo dekhlam motamoti kore bhalo dekhlam use kharap use,negative,2,"price:positive, service:negative, app:negative",0.6326923203261257,contrast
kore mone dekhlam use chhilo kharap,neutral,3,"product:positive, app:negative",0.6294971578961338,contrast
chhilo kharap mone bhalo khub ekdom use,negative,2,"quality:negative, delivery:neutral",0.6895764599337479,opinion
service ta excellent delivery ta excellent quality ta excellent,positive,5,"service:positive, delivery:positive, quality:positive",0.38119473241811536,temporal
chhilo motamoti use dekhlam use holo,neutral,3,"product:negative, price:positive",0.6477593306432757,temporal
motamoti kharap holo use khub bhalo,negative,2,"quality:negative, experience:neutral",0.4796401171806729,opinion
experience ta joss quality ta joss,positive,5,"experience:positive, quality:positive",0.3642927230817903,opinion
ekdom motamoti onek onek use use ekdom,negative,2,"delivery:positive, product:negative",0.4616773445715183,temporal
service ta average quality ta bad product ta boring,negative,2,"service:neutral, quality:negative, product:negative",0.4256090652670145,simple
khub ekdom mone ekdom kharap onek mone mone khub motamoti,positive,5,"price:positive, product:positive, app:positive",0.5169709353988913,simple
experience ta okay product ta excellent delivery ta okay,positive,4,"experience:neutral, product:positive, delivery:neutral",0.3289220575461379,contrast
holo motamoti ekdom kharap mone holo use chhilo bhalo holo,negative,2,"experience:neutral, product:negative, quality:negative",0.6360319199024516,simple
chhilo mone chhilo chhilo chhilo kore chhilo ekdom motamoti kharap bhalo,neutral,3,"service:positive, experience:positive, app:negative",0.5594245053165896,opinion
product ta joss experience ta okay quality ta motamoti,positive,4,"product:positive, experience:neutral, quality:neutral",0.3243507125643882,temporal
kore khub khub chhilo kharap motamoti,neutral,3,"experience:neutral, quality:neutral",0.6787750711409709,contrast
kore khub onek khub kharap kharap chhilo onek use,positive,4,"experience:neutral, price:positive, service:positive",0.5530434416055501,contrast
ekdom bhalo khub mone motamoti mone,negative,1,"app:negative, delivery:negative",0.6177329089004029,contrast
use motamoti motamoti kore dekhlam kharap,positive,4,"quality:positive, product:positive",0.6172964397363498,simple
kharap use motamoti use use kore bhalo bhalo use,positive,4,"app:neutral, quality:positive, product:neutral",0.525116084993885,opinion
onek khub khub mone bhalo mone holo motamoti use,neutral,3,"product:positive, delivery:negative, app:negative",0.5995496308056985,contrast
delivery ta excellent product ta khub kharap experience ta darun,neutral,3,"delivery:positive, product:negative, experience:positive",0.3818582379697399,temporal
kharap khub kore holo bhalo bhalo kharap,negative,2,"product:negative, price:negative",0.6296412983225904,simple
holo use use use dekhlam mone mone bhalo mone,positive,4,"app:positive, delivery:neutral, service:positive",0.6745712522612773,temporal
kharap motamoti khub ekdom mone mone,negative,2,"product:negative, experience:neutral",0.4815182427542085,temporal
holo kharap onek onek onek khub khub use khub motamoti,neutral,3,"product:neutral, app:neutral, quality:negative",0.597311868990323,opinion
product ta motamoti service ta excellent,positive,4,"product:neutral, service:positive",0.32133537635832776,opinion
holo holo chhilo chhilo bhalo kore use khub kharap motamoti motamoti,neutral,3,"app:neutral, experience:negative, delivery:positive",0.48613650372123596,opinion
price ta okay app ta boring,negative,2,"price:neutral, app:negative",0.30996581762374437,temporal
onek khub mone chhilo dekhlam kore use kharap holo ekdom,neutral,3,"product:positive, delivery:neutral, service:negative",0.6309790540328744,contrast
price ta motamoti product ta joss quality ta boring,neutral,3,"price:neutral, product:positive, quality:negative",0.31852233073088443,contrast
delivery ta motamoti price ta joss service ta average,positive,4,"delivery:neutral, price:positive, service:neutral",0.4114896104344716,contrast
price ta excellent product ta joss delivery ta motamoti,positive,4,"price:positive, product:positive, delivery:neutral",0.4198103359476763,temporal
use dekhlam use kore khub kore dekhlam dekhlam motamoti use,neutral,3,"price:positive, product:negative, service:negative",0.6637284155584486,opinion
app ta bad experience ta okay,negative,2,"app:negative, experience:neutral",0.3694422158428923,simple
dekhlam holo motamoti dekhlam mone holo ekdom ekdom chhilo,positive,4,"quality:positive, delivery:positive, product:neutral",0.4762017206366665,temporal
kharap ekdom kharap motamoti holo khub ekdom motamoti mone kharap,neutral,3,"product:positive, price:neutral, app:neutral",0.49227920143549403,contrast
onek chhilo bhalo onek motamoti kore,positive,4,"price:negative, delivery:positive",0.6122142842812881,temporal
app ta joss quality ta motamoti,positive,4,"app:positive, quality:neutral",0.3977139728577849,temporal
onek holo bhalo holo bhalo chhilo bhalo motamoti kharap chhilo,neutral,3,"quality:positive, product:negative, app:positive",0.41589147938101356,simple
dekhlam kore khub ekdom dekhlam kharap kore chhilo motamoti dekhlam holo,positive,4,"experience:positive, quality:positive, delivery:negative",0.569713857282985,contrast
khub khub use bhalo mone dekhlam onek kharap kharap,negative,2,"service:negative, quality:negative, app:neutral",0.5369540003863341,simple
product ta khub bhalo app ta okay experience ta okay,positive,4,"product:positive, app:neutral, experience:neutral",0.37507699509579484,simple
delivery ta okay app ta boring,negative,2,"delivery:neutral, app:negative",0.3588199756598933,temporal
ekdom onek onek bhalo onek kharap mone motamoti kore motamoti,negative,2,"product:negative, app:negative, service:neutral",0.41792900388292803,opinion
kore chhilo dekhlam bhalo mone holo,negative,2,"product:neutral, price:negative",0.49198851977650626,contrast
use kharap kore khub mone khub motamoti,negative,2,"app:neutral, experience:negative",0.6188936544950969,simple
chhilo khub bhalo ekdom kore bhalo bhalo,positive,4,"quality:neutral, product:positive",0.5879950277753003,simple
product ta joss service ta okay app ta joss,positive,4,"product:positive, service:neutral, app:positive",0.3010615151235557,contrast
service ta boring price ta bad,negative,2,"service:negative, price:negative",0.3437117288917768,opinion
ekdom bhalo mone use khub onek motamoti holo kore,positive,4,"price:positive, quality:neutral, experience:neutral",0.48001842250052507,simple
use bhalo motamoti dekhlam use kore,negative,1,"price:negative, delivery:negative",0.5416105687154635,opinion
dekhlam kharap motamoti kore onek holo kore use kharap,neutral,3,"price:negative, experience:positive, quality:neutral",0.5774022210800213,opinion
kore motamoti dekhlam chhilo ekdom holo,positive,4,"quality:positive, delivery:neutral",0.635272189595201,temporal
mone kharap mone ekdom dekhlam kore,positive,4,"product:positive, price:negative",0.5806250090525464,temporal
delivery ta bad product ta darun,negative,2,"delivery:negative, product:positive",0.4000694275562032,temporal
bhalo onek use kharap ekdom holo,positive,4,"price:neutral, experience:positive",0.5653208904908478,temporal
motamoti mone use ekdom ekdom kore holo khub,negative,2,"delivery:positive, price:negative",0.6521901966578816,simple
use dekhlam dekhlam mone onek chhilo holo,negative,2,"delivery:neutral, experience:negative",0.6878502671241011,opinion
price ta excellent product ta khub kharap,neutral,3,"price:positive, product:negative",0.3474407456260802,contrast
motamoti mone dekhlam dekhlam kore bhalo bhalo,negative,2,"service:negative, price:neutral",0.5346114448782493,temporal
quality ta darun app ta boring,positive,4,"quality:positive, app:negative",0.3661211297571466,temporal
product ta average service ta khub kharap,negative,2,"product:neutral, service:negative",0.3364150764790572,simple
kore dekhlam mone kore mone chhilo use mone ekdom chhilo kore,neutral,3,"quality:positive, delivery:negative, app:positive",0.6623192747852675,simple
kharap dekhlam onek dekhlam bhalo holo dekhlam kore chhilo,neutral,3,"quality:neutral, price:negative, experience:positive",0.45553506893553347,temporal
chhilo kore chhilo chhilo khub mone mone kore khub,negative,2,"service:negative, price:negative, app:neutral",0.6211137138510975,contrast
onek onek ekdom motamoti use onek bhalo dekhlam chhilo,neutral,3,"delivery:negative, price:positive, experience:neutral",0.5829973387415831,temporal
motamoti mone kore use kharap kharap bhalo holo use,neutral,3,"product:negative, experience:positive, delivery:negative",0.6951123159621819,contrast
quality ta boring service ta motamoti,negative,2,"quality:negative, service:neutral",0.3814162974706405,opinion
dekhlam chhilo mone khub chhilo mone khub onek holo,negative,2,"product:negative, quality:neutral, app:negative",0.6949661408957492,simple
chhilo onek bhalo motamoti khub dekhlam,neutral,3,"app:neutral, product:neutral",0.46015654353786106,temporal
ekdom khub motamoti bhalo kore khub dekhlam ekdom onek holo,neutral,3,"delivery:neutral, service:positive, quality:negative",0.6170806760192931,simple
holo holo kore mone kore mone chhilo mone bhalo,negative,2,"service:neutral, price:negative, product:negative",0.5240638361683561,temporal
kharap use bhalo dekhlam onek khub kharap kore,negative,2,"product:negative, price:negative",0.4610454422368186,contrast
onek kore holo khub ekdom kharap dekhlam kore ekdom kharap,neutral,3,"experience:negative, price:neutral, delivery:neutral",0.653311364043024,simple
ekdom mone motamoti bhalo chhilo kharap,neutral,3,"quality:neutral, product:neutral",0.5439623542124759,opinion
motamoti kharap khub mone ekdom mone,neutral,3,"experience:neutral, delivery:neutral",0.5319906680525797,contrast
service ta khub kharap price ta khub kharap experience ta okay,negative,2,"service:negative, price:negative, experience:neutral",0.35896882099101246,contrast
quality ta khub bhalo price ta okay,positive,4,"quality:positive, price:neutral",0.3715806395533634,simple
price ta excellent delivery ta joss,positive,4,"price:positive, delivery:positive",0.34765896512723926,temporal
quality ta khub bhalo app ta average product ta average,positive,4,"quality:positive, app:neutral, product:neutral",0.30728005273004516,temporal
service ta motamoti product ta average,neutral,3,"service:neutral, product:neutral",0.35572583603002816,opinion
dekhlam bhalo mone motamoti motamoti ekdom use holo khub,neutral,3,"delivery:negative, service:neutral, product:positive",0.5312171865052671,simple
